,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
537,1 Gram of Cocaine - PLATINUM QUALITY +90% PURE,AU  → AU,1,90,0.1273,0.1273,0.1414444444,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=556105.146440,http://lchudifyeqm4ldjj.onion/contactMember?member=Uncut_Ozzie_Rox,Uncut_Ozzie_Rox,50,4.9,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
539,1 Gram of First Class Peruvian Cocaine 90% Pure,DE  → DE,1,90,0.02989,0.02989,0.03321111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=457003.8512,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
543,1 KG COCAINE FISHSCALE PURE FLAKE 90% ***PROMO,NL  → EU,1000,90,20.48,0.02048,0.02275555556,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=198398.486472,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
548,"1 KG Top quality Cocaine  from PERU, 91% purity",NL  → WW,1000,91,18.8,0.0188,0.02065934066,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=51949.370630,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
549,1 Kilo Brick Cocain 90%+ Pure Flakes Uncut Colombi,NL  → EU,1000,90,14.94,0.01494,0.0166,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=832683.356861,http://lchudifyeqm4ldjj.onion/contactMember?member=supercoop,supercoop,720,4.96,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
551,"1 g 93% Pure Cocaine, Quality guaranteed, 2 max :)",GB  → WW,1,93,0.02036,0.02036,0.02189247312,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=485850.856660,http://lchudifyeqm4ldjj.onion/contactMember?member=undergroundcoco,undergroundcoco,110,4.66,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
552,"1 g 95% Pure Cocaine, Quality guaranteed, 2 max :)",GB  → WW,1,95,0.02036,0.02036,0.02143157895,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=183674.584460,http://lchudifyeqm4ldjj.onion/contactMember?member=undergroundcoco,undergroundcoco,110,4.66,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
555,1 g FISHSCALE COCAINE high purity 89%FREE SHIPING,"ES  → EU, N. America",1,89,0.0335,0.0335,0.03764044944,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=645822.936775,http://lchudifyeqm4ldjj.onion/contactMember?member=Sons-Of-Anarchy,Sons-Of-Anarchy,470,4.71,ES,"EU, N. America",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
559,1 gr A+COCAINE CRYSTAL 90% purity,NL  → WW,1,90,0.0335,0.0335,0.03722222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=928746.956619,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
560,1 gr AAA+ COCAINE FLAKES 90%,NL  → WW,1,90,0.03607,0.03607,0.04007777778,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=243748.68035,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
563,1 gr Colombian crystal cocaine 90%,NL  → WW,1,90,0.0309,0.0309,0.03433333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=76013.433372,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
565,1 gr PERUVIAN 94%,"DE  → DE, WW",1,94,0.0283,0.0283,0.03010638298,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=841281.574889,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
566,1 gr PERUVIAN 94% FE,"DE  → DE, WW",1,94,0.0237,0.0237,0.02521276596,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=25594.398660,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
567,1 gr Peruvian fishcale cocaine 90%,NL  → WW,1,90,0.03607,0.03607,0.04007777778,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=881789.63327,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
569,1 gr Uncut Cocaine 90% ***Top quality***Free Shipp,BE  → WW,1,90,0.02715,0.02715,0.03016666667,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=500975.768110,http://lchudifyeqm4ldjj.onion/contactMember?member=SeeBuyFly,SeeBuyFly,1,5,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
570,1 gr cocaine 70%,NL  → WW,1,70,0.0206,0.0206,0.02942857143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=256723.537207,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
571,1 gr cocaine pure 92%,FR  → WW,1,92,0.0376,0.0376,0.04086956522,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=587019.448715,http://lchudifyeqm4ldjj.onion/contactMember?member=lafrenchconnection,lafrenchconnection,260,4.89,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
575,1 gram ***90% UNCUT COCAINE HIGH QUALITY ***,"GB  → GB, EU",1,90,0.04109,0.04109,0.04565555556,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=564905.385525,http://lchudifyeqm4ldjj.onion/contactMember?member=High_Nation,High_Nation,110,5,GB,"GB, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
577,1 gram 92% uncut Cocaine [LABTESTED],DE  → WW,1,92,0.02577,0.02577,0.02801086957,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=375108.246364,http://lchudifyeqm4ldjj.onion/contactMember?member=total-drugs,total-drugs,100,4.76,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
583,1 gram HQ Peruvian flakes 90 % PROMO OFFER,IT  → WW,1,90,0.03607,0.03607,0.04007777778,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=842594.609855,http://lchudifyeqm4ldjj.onion/contactMember?member=g00d00,g00d00,220,4.91,IT,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587,1 gram Uncut Cocaine 86%,NL  → WW,1,86,0.02577,0.02577,0.02996511628,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=984694.858153,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamQuality,AmsterdamQuality,100,4.95,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
593,1 gram pure (89%) colombian COCAINE,"NL  → WW, US",1,89,0.0309,0.0309,0.03471910112,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=209156.760251,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchSolution,DutchSolution,200,4.86,NL,"WW, US",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
601,"1,5 GR  Colombian Cocaine | Fishscale 90%+ TOPNOTC","NL  → WW, NL",5,90,0.0425,0.0085,0.009444444444,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=779434.193068,http://lchudifyeqm4ldjj.onion/contactMember?member=deBijenkorf,deBijenkorf,130,4.91,NL,"WW, NL",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
604,"1,5G COCAINE FLAKES 90% -JULY PROMO-",NL  → EU,5,90,0.0386,0.00772,0.008577777778,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=374386.586476,http://lchudifyeqm4ldjj.onion/contactMember?member=GreyGooseGlobal,GreyGooseGlobal,230,4.87,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
605,"1,5G Cocaine 90%+ Pure Flakes Uncut Colombian",NL  → EU,5,90,0.0463,0.00926,0.01028888889,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=700571.520195,http://lchudifyeqm4ldjj.onion/contactMember?member=supercoop,supercoop,720,4.96,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
609,"1,5gr High Quality Uncut Cocaine 90% Fishcale",DE  → WW,5,90,0.04249,0.008498,0.009442222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=470798.309359,http://lchudifyeqm4ldjj.onion/contactMember?member=German-Kartel,German-Kartel,24,4.62,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
610,1.0 G Cocaine Uncut-81.88% !!,FR  → WW,1,81.88,0.0386,0.0386,0.04714215926,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=932256.790112,http://lchudifyeqm4ldjj.onion/contactMember?member=lyso,lyso,17,5,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
619,1.0g Colombian sourced Cocaine; High purity > 89%,GB  → GB,1,89,0.0421,0.0421,0.04730337079,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=689422.58273,http://lchudifyeqm4ldjj.onion/contactMember?member=NDDexpress,NDDexpress,500,4.58,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
623,"1.0g Peruvian UNCUT Cocaine ""LA PERLA"" ~87% Pure",GB  → WW,1,87,0.0381,0.0381,0.04379310345,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=868316.545344,http://lchudifyeqm4ldjj.onion/contactMember?member=BritishDragon,BritishDragon,2350,4.94,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
624,1.0g of Escobar's Colombian Cocaine 89% + A++++,"AU  → AU, NZ",1,89,0.1328,0.1328,0.1492134831,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=449928.44199,http://lchudifyeqm4ldjj.onion/contactMember?member=escobar-australia,escobar-australia,170,5,AU,"AU, NZ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
629,1.5 GR 88% (tested) uncut clean Flake COCAINE!!,DE  → WW,1.5,88,0.0747,0.0498,0.05659090909,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=938013.800219,http://lchudifyeqm4ldjj.onion/contactMember?member=2good4DN,2good4DN,540,4.8,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
630,1.5 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,1.5,90,0.0455,0.03033333333,0.0337037037,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=196981.174412,http://lchudifyeqm4ldjj.onion/contactMember?member=cartmanproducts,cartmanproducts,350,4.99,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
631,1.5 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",1.5,90,0.0463,0.03086666667,0.0342962963,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=823976.719428,http://lchudifyeqm4ldjj.onion/contactMember?member=MissNarco,MissNarco,28,4.39,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
635,1.5 gram Uncut Cocaine 86%,NL  → WW,1.5,86,0.0386,0.02573333333,0.02992248062,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=163376.619781,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamQuality,AmsterdamQuality,100,4.95,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
